iid,nodes,edges,best_score
80329,142,187,44
81718,142,151,6
82049,142,190,44
82089,142,172,45
82171,142,188,45
82202,142,187,45
82226,142,186,45
82627,142,157,46
82698,142,147,51
82771,142,148,52
82842,142,144,50
82955,142,147,49
83020,142,146,49
83037,142,149,46
83159,142,147,52
83457,142,141,12
83579,142,392,25
84740,142,704,19
85608,142,141,48
85690,142,160,45
85758,142,2667,4
43860,142,143,49
43996,142,663,20
44088,142,225,12
44347,142,142,49
44471,142,150,49
44686,142,422,25
44821,142,154,48
45120,142,321,8
45849,142,151,48
46641,142,189,45
46713,142,176,36
46739,142,158,46
46747,142,488,21
47309,142,605,24
47444,142,346,26
47926,142,185,46
47929,142,402,27
47989,142,184,46
48329,142,314,18
48604,142,385,22
48623,142,162,47
48693,142,171,49
48888,142,184,46
49016,142,256,32
49063,142,197,42
49079,142,147,47
49134,142,155,47
49177,142,143,48
49642,142,142,47
50060,142,172,46
50249,142,141,9
50727,142,150,49
51264,142,147,48
51614,142,144,49
43627,143,151,49
43773,143,144,49
43910,143,1370,15
44389,143,147,49
44397,143,145,47
44539,143,407,27
44589,143,151,49
44611,143,148,48
44713,143,685,28
44939,143,195,29
44966,143,144,48
44968,143,151,46
46516,143,453,6
46584,143,222,22
47092,143,193,18
47339,143,557,11
47352,143,156,47
47428,143,164,49
48544,143,173,45
48870,143,330,23
48886,143,146,49
48918,143,145,50
49202,143,411,22
49834,143,684,24
50237,143,302,23
50310,143,317,29
50818,143,1076,27
51858,143,177,43
51988,143,321,28
52353,143,147,47
52558,143,866,13
52690,143,174,49
52738,143,177,47
53140,143,150,49
53392,143,145,23
53560,143,157,48
53842,143,257,11
54131,143,506,9
54277,143,163,45
54537,143,171,46
54701,143,174,15
55070,143,143,48
55331,143,144,50
55336,143,176,42
55506,143,143,47
55681,143,144,49
56060,143,322,7
56722,143,177,40
56849,143,300,14
57053,143,155,14
57135,143,176,41
57478,143,216,16
57596,143,178,40
57818,143,177,41
57900,143,152,15
57957,143,312,12
57971,143,147,47
58069,143,143,49
58355,143,176,44
58374,143,1129,11
58602,143,174,44
58858,143,153,49
59049,143,148,11
59398,143,393,9
59527,143,144,9
68090,143,142,50
68189,143,460,5
68377,143,142,48
68892,143,150,48
68917,143,142,49
69306,143,148,49
69338,143,142,48
69521,143,142,48
69540,143,142,3
70217,143,146,51
70502,143,143,50
70506,143,143,48
70593,143,142,48
70680,143,143,48
71417,143,146,48
72505,143,194,43
72817,143,164,47
72855,143,185,48
73005,143,142,6
73137,143,187,47
74548,143,184,46
74967,143,165,46
76949,143,142,48
77623,143,142,49
78050,143,142,48
78525,143,142,48
79211,143,142,48
79252,143,142,48
79717,143,143,48
79872,143,142,49
79956,143,142,49
80145,143,142,48
553,143,6127,4
915,143,6625,2
916,143,6760,2
917,143,7061,2
918,143,7068,2
919,143,7209,2
12381,143,187,43
12942,143,151,46
13145,143,144,49
13177,143,142,49
13678,143,151,21
13897,143,147,24
13951,143,158,24
13986,143,142,48
14115,143,144,49
14371,143,148,28
14378,143,146,26
14414,143,150,25
14563,143,152,29
15139,143,160,30
15246,143,165,46
15254,143,142,48
15397,143,159,48
15561,143,157,47
15653,143,164,24
15743,143,149,51
15755,143,144,48
15832,143,152,47
15850,143,154,49
16319,143,155,26
16618,143,157,22
16772,143,146,31
16843,143,142,48
16866,143,142,48
17267,143,158,31
17521,143,150,25
35017,143,146,5
35190,143,246,23
35731,143,479,6
35862,143,336,27
36113,143,142,4
36452,143,155,12
36507,143,178,19
36562,143,695,9
36815,143,971,13
37305,143,3022,5
37895,143,710,17
37976,143,309,41
38152,143,142,7
38654,143,151,50
39050,143,154,48
39346,143,150,49
39787,143,142,49
40644,143,152,49
40691,143,168,46
40748,143,142,49
40931,143,150,48
41531,143,152,46
41795,143,144,49
41834,143,159,48
42144,143,146,48
42767,143,152,47
42902,143,642,24
43098,143,741,20
43327,143,160,46
43400,143,157,44
20380,143,192,45
20602,143,190,45
20832,143,198,44
21345,143,152,50
21775,143,146,50
21952,143,150,50
22025,143,154,51
22734,143,157,46
22864,143,372,35
23400,143,159,45
24833,143,144,48
25536,143,192,46
25561,143,194,44
25562,143,196,42
26068,143,151,48
26362,143,152,50
26414,143,148,50
26420,143,149,51
26543,143,151,50
80275,143,144,48
80417,143,145,48
80778,143,623,21
81107,143,142,25
81416,143,1274,13
81452,143,310,9
82081,143,186,47
82236,143,186,45
82324,143,188,44
82641,143,147,48
82643,143,147,50
82739,143,149,50
82852,143,152,47
83235,143,155,50
83308,143,157,48
83373,143,427,27
83456,143,142,28
83622,143,548,12
84194,143,519,23
84225,143,766,18
84391,143,538,7
84529,143,440,23
84583,143,461,29
84847,143,142,49
85159,143,143,48
85276,143,143,48
85359,143,142,48
85404,143,142,48
85606,143,149,49
85632,143,169,47
85929,143,623,23
85944,143,888,17
26792,143,144,51
26870,143,152,49
26924,143,150,48
26977,143,149,48
28045,143,154,52
28254,143,152,51
28426,143,895,17
28802,143,337,27
29559,143,142,9
29993,143,181,34
30348,143,152,39
30419,143,155,37
30509,143,153,38
30581,143,153,40
31229,143,184,30
31343,143,176,37
31422,143,161,34
31571,143,159,31
31746,143,197,36
32414,143,170,34
33438,143,169,39
33622,143,160,41
34029,143,202,35
34038,143,387,27
34240,143,752,35
34530,143,231,26
59856,143,1084,4
60477,143,147,49
60565,143,145,48
60634,143,144,47
60710,143,147,12
60947,143,145,48
61066,143,187,5
61297,143,154,12
61441,143,162,10
61467,143,350,12
61469,143,147,6
61544,143,147,47
61616,143,144,8
61627,143,557,24
62304,143,561,8
62325,143,143,47
62336,143,148,49
62561,143,151,48
62920,143,146,48
63150,143,143,49
63427,143,142,48
63434,143,152,10
63532,143,143,48
63538,143,143,48
63666,143,150,47
63717,143,144,48
63723,143,147,47
63900,143,755,4
63927,143,468,8
64052,143,142,48
64249,143,143,48
64446,143,147,49
64684,143,176,7
64755,143,198,8
65194,143,159,8
65385,143,144,49
65399,143,142,48
65729,143,544,22
65762,143,693,19
66070,143,148,7
66275,143,145,6
66286,143,151,48
66753,143,273,6
66866,143,164,5
66905,143,143,48
67235,143,143,48
67311,143,143,48
67345,143,162,6
67440,143,145,49
67659,143,151,49
59920,144,573,8
59987,144,152,48
60704,144,205,6
60781,144,156,10
60889,144,234,7
61336,144,149,50
61725,144,391,6
61885,144,946,11
62004,144,150,46
62086,144,153,47
62201,144,147,49
62260,144,146,51
62748,144,144,50
62762,144,154,47
63299,144,161,45
63556,144,163,46
63706,144,153,49
63792,144,499,23
63874,144,145,49
64009,144,576,12
64217,144,151,48
64265,144,152,50
64402,144,149,47
64908,144,166,22
65174,144,590,3
66062,144,151,6
66373,144,242,30
66464,144,151,8
66500,144,164,5
66787,144,147,48
66912,144,143,7
35420,144,164,37
36095,144,153,17
36159,144,144,54
36250,144,292,32
36618,144,402,3
37058,144,553,18
37128,144,832,40
37472,144,382,16
37857,144,575,23
38495,144,215,12
39129,144,153,49
39272,144,144,13
39282,144,1204,5
39505,144,145,48
39811,144,332,21
39816,144,146,48
40386,144,159,49
40523,144,331,28
40979,144,222,27
41056,144,152,47
41436,144,149,49
41591,144,151,48
41684,144,149,47
42478,144,185,42
42587,144,660,19
42658,144,924,32
42888,144,143,48
43149,144,497,22
43367,144,145,48
43456,144,155,47
43519,144,148,49
68604,144,145,49
68640,144,147,48
68723,144,160,5
68986,144,143,48
69067,144,144,5
69124,144,160,51
69183,144,158,4
69379,144,162,47
69456,144,168,45
69476,144,144,49
70347,144,143,5
70477,144,151,47
70763,144,146,50
70912,144,144,49
71412,144,144,47
71445,144,143,48
71530,144,148,48
71791,144,162,48
71894,144,146,49
72203,144,145,3
72339,144,187,46
73039,144,180,45
73073,144,162,49
73075,144,179,44
73284,144,185,50
73330,144,173,46
73393,144,198,45
73437,144,160,48
73682,144,172,45
74250,144,191,45
74284,144,184,45
74324,144,183,50
74624,144,155,51
74990,144,162,48
75384,144,194,44
76869,144,143,48
77079,144,144,48
77161,144,146,49
77621,144,144,49
77909,144,144,49
78038,144,143,49
78149,144,152,49
78280,144,144,49
78475,144,147,48
78751,144,143,49
79099,144,143,50
79363,144,143,49
79558,144,145,49
79852,144,148,49
80042,144,148,49
43779,144,3468,7
44129,144,151,48
44323,144,1740,6
44418,144,485,27
44468,144,713,20
44511,144,149,49
44623,144,156,47
44729,144,639,21
44804,144,147,49
45173,144,153,47
45348,144,446,27
45396,144,1029,29
45451,144,680,23
45533,144,144,47
45831,144,2711,4
46259,144,601,26
46342,144,384,11
46826,144,320,19
46909,144,178,38
46986,144,175,39
47288,144,189,48
47293,144,178,38
47323,144,150,48
47480,144,144,47
47637,144,186,50
47871,144,149,48
47881,144,229,20
47962,144,202,42
47963,144,175,42
48024,144,147,50
48280,144,178,49
48436,144,183,47
48455,144,466,19
48506,144,184,47
48677,144,184,47
49065,144,146,49
49196,144,144,49
49368,144,143,4
49447,144,178,38
49903,144,178,44
50098,144,178,49
50184,144,149,48
50617,144,143,49
50700,144,146,50
50783,144,164,47
50942,144,178,44
51009,144,213,25
51512,144,308,22
51643,144,366,25
51647,144,346,29
51718,144,314,29
51749,144,150,49
51868,144,179,22
52196,144,176,50
52306,144,333,21
52379,144,151,48
52557,144,144,49
52915,144,143,47
53071,144,143,49
53657,144,158,47
53962,144,177,40
54330,144,185,42
54340,144,147,49
54804,144,273,11
54828,144,512,19
55066,144,155,49
55566,144,179,40
55840,144,174,44
55921,144,159,47
55934,144,176,42
56041,144,161,47
56432,144,162,25
56455,144,181,42
57072,144,224,13
57079,144,159,47
57103,144,218,11
57656,144,147,51
58020,144,177,42
58212,144,145,50
58325,144,179,47
58705,144,178,46
58718,144,173,51
59224,144,188,5
59309,144,149,48
59351,144,150,50
59360,144,1114,7
59538,144,146,48
11571,144,486,24
12624,144,155,47
12680,144,169,46
12712,144,146,48
12801,144,148,48
12951,144,144,49
13260,144,148,25
13277,144,154,24
13948,144,143,48
14647,144,143,49
14958,144,175,50
15174,144,175,45
16057,144,149,47
16115,144,156,30
16121,144,158,34
16398,144,168,45
16458,144,161,33
16660,144,219,40
16761,144,148,49
16870,144,144,48
17230,144,183,45
17552,144,149,22
26756,144,146,52
26859,144,149,52
27458,144,159,51
27620,144,148,50
27703,144,147,53
28299,144,156,49
28577,144,343,29
30235,144,156,35
30423,144,159,33
30932,144,157,31
31518,144,164,34
32562,144,174,34
33033,144,175,22
33432,144,169,34
18045,144,153,30
18934,144,151,32
19183,144,164,57
19388,144,166,47
19637,144,187,45
19666,144,187,44
19793,144,195,45
19862,144,188,46
20353,144,180,46
20534,144,198,44
20540,144,186,50
20582,144,182,46
20619,144,171,47
20820,144,183,49
21192,144,147,51
21491,144,151,52
21965,144,155,48
22032,144,151,50
22780,144,150,49
24511,144,152,48
24604,144,167,49
24679,144,171,49
25332,144,183,44
25355,144,181,50
25365,144,183,47
25453,144,188,45
25673,144,155,48
25724,144,158,47
25756,144,149,52
25837,144,149,50
26027,144,153,48
26028,144,149,49
26031,144,151,48
26413,144,148,50
80330,144,146,49
81935,144,184,48
81953,144,183,47
82080,144,190,48
82138,144,187,50
82186,144,198,45
82217,144,200,44
82232,144,184,48
82312,144,187,47
82407,144,186,46
82446,144,186,48
82476,144,168,47
82785,144,149,52
82793,144,146,48
82807,144,148,48
83152,144,159,51
83509,144,760,15
84430,144,897,16
84789,144,501,24
84850,144,143,49
84928,144,143,49
84935,144,143,48
84945,144,143,49
84971,144,143,50
85265,144,143,48
85290,144,145,49
85316,144,143,48
85478,144,143,49
85562,144,144,48
85602,144,154,47
85779,144,1666,6
85910,144,144,46
85943,144,658,19
80225,145,146,49
80266,145,144,49
80525,145,157,48
80992,145,144,21
81002,145,144,21
81007,145,144,21
81128,145,144,21
81129,145,144,21
81530,145,258,16
82159,145,194,46
82419,145,188,46
82638,145,161,50
83044,145,155,51
83520,145,640,21
83705,145,2044,3
83706,145,199,16
84037,145,691,19
84462,145,488,11
84909,145,144,49
85154,145,145,48
51680,145,353,8
51683,145,172,47
52695,145,178,14
53186,145,148,50
53418,145,241,21
53610,145,163,50
53620,145,443,26
53943,145,174,48
53966,145,147,48
54001,145,159,56
54291,145,699,13
54337,145,160,15
54404,145,159,45
54469,145,149,19
54736,145,154,50
55164,145,186,43
55572,145,144,49
55655,145,198,10
56246,145,181,42
56613,145,156,48
56833,145,174,44
56982,145,174,45
57157,145,181,43
57160,145,180,43
57172,145,179,42
57334,145,178,45
57396,145,174,47
57686,145,285,10
57824,145,165,48
57858,145,147,49
59066,145,144,48
59475,145,178,16
59537,145,214,9
59539,145,147,9
68151,145,144,49
68679,145,147,49
68697,145,145,50
68746,145,159,48
68767,145,148,49
68825,145,147,48
68856,145,200,4
69197,145,158,4
69682,145,144,48
69856,145,147,48
69952,145,164,47
70033,145,144,49
70207,145,147,50
70261,145,144,49
71250,145,145,49
71373,145,145,49
72275,145,144,3
72747,145,170,48
73429,145,164,4
77685,145,145,50
77762,145,147,49
78258,145,146,48
78886,145,152,48
79031,145,158,49
79233,145,154,50
79533,145,152,48
79561,145,144,49
79566,145,144,49
79568,145,147,49
79650,145,146,49
79793,145,144,49
79869,145,144,49
59838,145,510,12
59998,145,154,12
60198,145,144,29
60301,145,152,48
60357,145,150,49
60392,145,158,47
60615,145,159,49
60662,145,151,18
60690,145,156,48
61088,145,146,49
61242,145,153,49
61423,145,204,10
61433,145,161,7
61511,145,148,49
62088,145,561,12
62150,145,505,9
62544,145,565,10
63126,145,146,3
63168,145,151,52
63331,145,274,9
63873,145,254,11
64521,145,369,15
64551,145,147,49
64573,145,151,48
64629,145,146,48
64642,145,144,49
65244,145,144,48
65283,145,147,49
65578,145,153,47
65830,145,189,6
66555,145,153,4
66603,145,157,6
66679,145,145,49
67158,145,145,49
67317,145,158,49
67666,145,152,8
67859,145,145,50
67916,145,145,48
34892,145,235,17
35195,145,168,39
36489,145,272,12
36571,145,144,16
37249,145,292,26
37358,145,769,42
37889,145,489,6
37925,145,561,4
38474,145,1785,6
38533,145,164,46
38763,145,255,17
39011,145,154,47
39548,145,156,49
39842,145,282,22
41301,145,155,48
41381,145,149,49
41825,145,151,48
42556,145,774,18
42624,145,148,48
42675,145,3983,7
42822,145,3069,5
42947,145,378,35
42980,145,545,18
42982,145,1502,17
43050,145,511,27
43241,145,155,47
43563,145,145,49
43576,145,1954,30
43775,145,160,46
43897,145,149,49
44053,145,412,24
44074,145,830,33
44226,145,150,51
44273,145,154,49
44283,145,156,46
44404,145,621,27
44411,145,150,49
44678,145,218,15
44841,145,157,48
44924,145,145,49
45077,145,157,49
45099,145,149,49
45341,145,152,49
45779,145,144,49
46010,145,155,49
46094,145,472,26
46188,145,156,48
46378,145,344,25
46834,145,148,50
46870,145,146,49
47066,145,176,40
47923,145,268,26
48003,145,288,21
48232,145,265,15
48351,145,180,49
48357,145,180,48
48745,145,175,44
48843,145,178,37
48844,145,155,49
49124,145,152,53
49726,145,280,30
50152,145,151,48
50827,145,146,49
51221,145,144,49
51434,145,534,24
17866,145,362,27
19717,145,189,46
19719,145,193,44
20815,145,194,45
21307,145,152,47
21408,145,148,52
21541,145,153,50
21652,145,156,51
21796,145,154,49
21832,145,151,49
22040,145,156,49
22077,145,153,49
22158,145,152,53
22515,145,156,50
22839,145,361,36
22955,145,772,21
24744,145,147,49
24830,145,155,48
24868,145,416,24
25809,145,148,51
25938,145,151,48
26195,145,149,51
26465,145,150,52
26494,145,153,51
26595,145,156,48
247,145,2512,8
11920,145,170,32
13036,145,163,49
13163,145,156,47
13551,145,161,26
13821,145,144,49
13829,145,144,49
14176,145,144,49
14184,145,173,31
14198,145,149,22
14526,145,144,49
14662,145,155,18
14756,145,148,18
14918,145,148,48
15141,145,160,39
15223,145,148,48
15676,145,146,50
16509,145,151,33
16675,145,144,53
16767,145,144,49
17215,145,149,29
17375,145,149,21
17602,145,152,22
17696,145,160,25
26753,145,159,48
27224,145,152,49
27500,145,151,50
27550,145,154,48
27860,145,150,53
28197,145,165,48
28198,145,153,47
28296,145,153,50
29889,145,144,52
30250,145,177,39
30287,145,159,35
30398,145,160,43
31122,145,164,32
31211,145,154,30
31404,145,168,36
31542,145,195,33
31655,145,164,32
32027,145,187,32
32500,145,163,50
33973,145,188,38
34010,145,520,24
34241,145,191,41
26747,146,152,50
26979,146,149,53
27058,146,161,48
27413,146,150,50
27485,146,156,50
27819,146,155,51
28685,146,157,51
29140,146,377,25
29886,146,268,8
29938,146,202,31
30406,146,153,34
31216,146,190,36
31572,146,156,37
32256,146,171,34
33510,146,177,38
33580,146,171,42
34013,146,552,19
34286,146,169,33
35391,146,301,3
35418,146,240,31
35990,146,189,39
36121,146,772,16
37840,146,378,14
37974,146,260,28
38553,146,153,49
38612,146,152,52
38879,146,146,51
38974,146,150,50
39593,146,158,11
39891,146,148,50
40017,146,145,49
40038,146,155,50
40256,146,148,49
41051,146,145,50
41207,146,145,49
41352,146,338,27
41438,146,152,51
41733,146,150,49
41837,146,3709,13
41909,146,150,48
42226,146,149,49
42360,146,157,49
42392,146,165,48
42470,146,156,49
42546,146,546,20
42600,146,154,48
42941,146,147,49
43388,146,149,51
68096,146,145,49
68157,146,149,48
68168,146,167,4
68235,146,151,4
68474,146,216,4
68507,146,150,49
68667,146,152,51
68833,146,148,50
68839,146,147,49
69021,146,149,3
69058,146,157,50
69102,146,146,50
69196,146,150,49
69531,146,164,47
69554,146,146,50
69745,146,173,46
70022,146,160,3
70456,146,146,49
70629,146,164,5
70738,146,148,3
71066,146,146,49
72081,146,257,38
72258,146,156,4
72580,146,186,46
72584,146,178,47
72940,146,189,47
73320,146,184,46
73898,146,505,19
74298,146,191,47
74422,146,193,46
74540,146,145,4
74583,146,196,45
76367,146,216,50
76979,146,145,49
77518,146,150,49
77611,146,147,49
78233,146,146,48
78568,146,150,49
79148,146,146,49
79616,146,145,49
79634,146,147,49
79638,146,145,49
80061,146,146,48
80740,146,145,29
80848,146,145,24
80893,146,145,22
82039,146,193,46
82300,146,197,45
82387,146,197,45
83227,146,158,51
83332,146,164,48
83716,146,635,4
83839,146,632,7
84348,146,1243,7
84715,146,957,14
84889,146,145,49
85133,146,145,49
85385,146,145,49
85741,146,182,44
51878,146,163,49
52207,146,152,50
52606,146,152,51
52616,146,1128,15
52716,146,187,48
52770,146,158,47
53024,146,287,17
53288,146,158,47
53298,146,400,14
53346,146,149,28
53618,146,148,48
53693,146,158,50
53814,146,148,49
53845,146,382,14
53985,146,285,13
54216,146,155,49
54389,146,149,49
54643,146,146,50
55459,146,176,14
56036,146,149,50
56290,146,145,15
56390,146,469,16
56501,146,476,7
56606,146,179,47
57035,146,154,15
57370,146,179,44
57521,146,163,47
57774,146,157,13
57787,146,174,51
58064,146,182,44
58090,146,184,48
58583,146,146,49
58622,146,183,43
58669,146,173,48
58857,146,180,37
59600,146,259,8
59626,146,201,11
59889,146,254,10
60105,146,165,13
60174,146,155,50
60268,146,157,47
60601,146,145,50
60774,146,150,48
60886,146,148,49
60917,146,369,8
61079,146,268,12
61231,146,146,49
61286,146,154,48
61339,146,412,9
61402,146,320,11
61556,146,151,47
61649,146,156,46
61676,146,157,5
61738,146,182,9
62026,146,194,10
62437,146,160,48
62562,146,831,6
62753,146,262,8
62894,146,155,48
63075,146,149,48
63140,146,150,49
63574,146,153,46
63777,146,306,32
64311,146,159,8
64499,146,145,49
64509,146,188,9
64667,146,320,7
64730,146,156,49
64907,146,161,47
65596,146,150,49
66011,146,370,5
66240,146,145,3
66406,146,199,5
66651,146,160,47
66659,146,149,49
67344,146,157,48
67522,146,464,8
67551,146,256,6
67694,146,544,5
67901,146,148,49
248,146,250,36
601,146,1008,22
12304,146,147,52
12551,146,212,38
12981,146,174,46
13109,146,145,10
13189,146,154,53
13635,146,149,51
13686,146,154,22
13847,146,150,49
14049,146,155,21
14327,146,152,23
14368,146,149,50
14600,146,154,20
14702,146,145,49
14718,146,160,49
14799,146,154,53
15304,146,146,49
15737,146,145,49
16182,146,154,47
16350,146,480,25
16499,146,145,49
16674,146,241,38
16897,146,161,36
16972,146,164,41
17139,146,158,38
44215,146,412,22
44320,146,162,47
44425,146,1024,32
44892,146,148,49
45068,146,207,31
45734,146,148,50
46224,146,768,13
46534,146,147,50
46754,146,155,46
47382,146,191,46
47733,146,155,48
47883,146,152,49
48037,146,154,49
48194,146,414,31
48564,146,189,48
48807,146,183,40
49028,146,323,18
49341,146,147,51
49352,146,151,50
49513,146,147,51
49692,146,191,48
49753,146,328,30
49756,146,158,49
50039,146,160,49
50613,146,153,48
50702,146,177,47
50767,146,178,45
50854,146,177,50
50891,146,182,43
51200,146,145,50
51357,146,188,7
51475,146,426,10
17708,146,157,30
19451,146,198,45
19749,146,187,46
19934,146,194,45
20012,146,178,46
20029,146,194,46
20458,146,188,47
20671,146,173,47
20711,146,195,45
21179,146,155,48
21323,146,148,51
21333,146,154,51
21350,146,152,52
21954,146,153,53
22496,146,157,53
22529,146,152,52
22621,146,159,50
24315,146,858,18
24323,146,978,18
24330,146,546,20
25493,146,178,47
25537,146,365,25
25978,146,155,52
26008,146,151,48
26071,146,149,49
26280,146,153,51
26379,146,384,25
26539,146,152,49
26569,146,147,53
26683,146,155,51
18262,147,294,10
19165,147,190,47
20110,147,198,45
20196,147,197,46
20285,147,199,44
20712,147,201,45
21185,147,150,51
21348,147,151,51
21423,147,148,52
21474,147,153,54
21500,147,153,53
21628,147,155,51
21838,147,150,52
22211,147,154,52
22665,147,167,48
23327,147,253,7
23361,147,308,9
23439,147,281,7
23539,147,260,5
24837,147,150,48
25665,147,156,49
25847,147,150,54
26304,147,154,52
26328,147,152,47
26602,147,153,52
26662,147,154,51
51724,147,158,49
51951,147,176,44
52057,147,175,48
52233,147,152,50
52662,147,157,49
52917,147,155,48
52932,147,221,7
53001,147,347,6
53027,147,257,7
53035,147,237,5
53063,147,217,7
53066,147,217,7
53143,147,212,16
53149,147,296,8
53305,147,170,48
53412,147,1193,10
53586,147,171,48
53752,147,234,22
54134,147,180,52
54248,147,148,50
54695,147,156,48
54997,147,156,16
55086,147,162,50
55200,147,172,50
55291,147,161,50
55330,147,168,50
55505,147,182,41
55820,147,163,48
55881,147,152,49
55911,147,180,44
56192,147,149,49
56272,147,182,42
56338,147,150,51
56375,147,199,20
56498,147,327,9
56517,147,166,45
56836,147,179,43
56967,147,223,11
57075,147,686,13
57315,147,649,10
57346,147,183,44
57419,147,180,45
57544,147,150,50
57759,147,326,14
58230,147,164,47
58576,147,182,43
58794,147,152,49
58938,147,158,48
59217,147,155,50
59597,147,149,5
68641,147,163,3
69760,147,146,49
70374,147,146,49
70435,147,146,52
70556,147,149,48
70869,147,146,50
71443,147,146,50
71621,147,155,49
73047,147,169,49
73428,147,181,48
74202,147,189,48
74273,147,197,46
75072,147,163,49
78412,147,147,50
78418,147,146,49
78559,147,147,49
78830,147,148,49
79116,147,159,51
79133,147,152,51
79232,147,147,49
79440,147,146,49
79556,147,156,49
79602,147,157,49
79885,147,147,50
27070,147,154,49
27323,147,151,51
27649,147,155,51
27717,147,155,51
28236,147,154,48
28350,147,147,57
29167,147,185,44
29234,147,642,17
30258,147,164,38
30468,147,161,44
30924,147,167,37
31901,147,196,41
32331,147,475,25
33388,147,170,26
33930,147,175,37
34168,147,168,37
34471,147,520,9
35291,147,181,35
35585,147,353,28
35691,147,260,30
36667,147,522,7
36758,147,204,24
36941,147,146,7
37450,147,1520,22
37761,147,1998,7
37979,147,424,27
38040,147,280,21
38121,147,393,12
38423,147,656,7
38585,147,180,46
38611,147,545,4
38729,147,158,50
38845,147,185,44
39706,147,154,13
40174,147,147,10
40676,147,157,49
40689,147,158,51
40953,147,146,50
41066,147,146,50
41078,147,147,49
41181,147,161,50
41254,147,1364,37
41347,147,150,50
41396,147,149,49
41739,147,155,48
42064,147,1086,25
42553,147,149,50
42573,147,534,21
42696,147,152,50
43370,147,468,39
43378,147,154,47
80344,147,175,48
80416,147,152,50
80796,147,329,6
81605,147,502,19
82408,147,194,45
82971,147,149,52
82999,147,149,52
83124,147,158,49
83291,147,160,51
83505,147,445,27
83722,147,347,12
83945,147,756,20
85008,147,146,50
85068,147,146,50
85166,147,147,49
85261,147,146,49
85272,147,147,49
43706,147,148,48
43951,147,155,48
44318,147,153,49
44474,147,158,49
44587,147,149,52
44840,147,573,22
45013,147,1665,22
45075,147,160,51
45191,147,546,20
45621,147,156,51
45762,147,147,50
45798,147,153,48
45804,147,150,49
45861,147,157,48
46267,147,148,10
46626,147,253,29
47483,147,480,14
48237,147,328,21
48311,147,171,45
48328,147,154,52
48552,147,179,41
48700,147,202,43
49309,147,236,24
49429,147,159,48
49604,147,175,52
49869,147,190,13
50278,147,148,51
50529,147,147,50
50704,147,179,46
50718,147,179,43
51056,147,164,22
51252,147,181,44
51415,147,382,27
51575,147,351,27
51625,147,180,41
51626,147,158,48
59862,147,832,15
59884,147,146,17
59969,147,258,8
60270,147,147,50
60420,147,148,51
60463,147,150,49
60465,147,152,49
60467,147,151,49
60876,147,149,48
60922,147,148,51
60966,147,146,50
61004,147,210,7
61311,147,742,15
61540,147,159,49
61607,147,151,8
61790,147,152,49
61908,147,147,51
62162,147,154,50
62661,147,157,49
62720,147,193,10
62736,147,155,48
62951,147,147,49
63517,147,158,47
63539,147,154,10
63550,147,153,49
63643,147,146,3
63774,147,705,16
63901,147,147,50
63978,147,152,49
64056,147,148,50
64279,147,149,50
64675,147,326,8
65254,147,146,48
65568,147,171,7
65962,147,151,50
65969,147,159,4
66150,147,146,50
66158,147,148,49
66355,147,153,16
66792,147,157,49
66848,147,153,48
66996,147,149,49
67034,147,146,50
67043,147,151,7
67485,147,182,6
67525,147,605,23
13906,147,146,49
14037,147,155,26
14148,147,156,28
14705,147,180,35
14721,147,155,34
15038,147,155,36
15159,147,146,50
15481,147,168,46
15550,147,172,38
15843,147,169,46
15904,147,624,22
16085,147,148,50
16410,147,198,44
16649,147,153,27
16662,147,332,30
16779,147,146,49
16879,147,149,34
16896,147,147,50
16938,147,155,39
17033,147,158,26
17558,147,154,25
249,148,198,44
11449,148,259,38
11450,148,257,38
11480,148,602,19
11562,148,580,28
12885,148,200,43
13741,148,157,37
14006,148,156,48
14197,148,148,49
14296,148,149,21
14744,148,156,51
14832,148,151,50
15117,148,147,50
15342,148,147,50
15470,148,156,39
16117,148,159,15
16166,148,150,49
16555,148,227,42
16638,148,283,35
16858,148,153,35
16875,148,156,28
17194,148,150,50
17368,148,153,28
17566,148,164,28
35861,148,1067,14
36331,148,150,61
36823,148,424,17
37089,148,965,4
37597,148,1614,3
38197,148,194,34
38339,148,156,48
38504,148,150,50
38950,148,166,47
39268,148,160,49
39688,148,165,50
40043,148,165,10
41043,148,149,50
41142,148,721,29
41638,148,160,48
41660,148,152,50
41930,148,150,50
42475,148,372,26
42880,148,162,49
42915,148,148,50
43492,148,379,27
43493,148,167,48
43570,148,155,49
68188,148,149,50
68268,148,292,3
68376,148,184,4
68567,148,154,49
68727,148,160,58
68975,148,178,4
69020,148,155,50
69188,148,160,50
69205,148,147,51
69644,148,160,49
69669,148,157,3
69946,148,150,50
70155,148,169,48
70219,148,147,50
70437,148,152,49
70496,148,176,5
71010,148,148,3
71114,148,147,50
71380,148,158,48
72025,148,160,48
72732,148,188,47
72985,148,162,49
73207,148,185,51
73395,148,193,46
74945,148,147,3
75209,148,1765,7
77181,148,147,50
77901,148,147,50
77930,148,148,51
78268,148,148,50
78685,148,154,49
79430,148,147,50
79574,148,149,49
79596,148,147,50
79829,148,149,54
80087,148,149,49
18238,148,222,8
18282,148,222,8
18497,148,616,21
19489,148,197,46
19638,148,186,48
19642,148,191,48
19870,148,193,46
19969,148,188,47
20007,148,196,47
20074,148,192,47
20156,148,188,47
20371,148,185,48
20492,148,191,47
20542,148,196,45
